SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.93482607,33,2.0,1.566520924,1400.0,8,0.0,1,2.0,1.0
0,0.0,50,0.0,1.566520924,1159.0,1,0.0,0,0.0,0.0
0,0.010257556,73,0.0,1.566520924,8311.0,9,0.0,2,0.0,0.0
0,0.369166939,68,0.0,0.390805999,8200.0,16,0.0,1,0.0,0.0
0,0.9999999,57,1.0,0.0,4600.0,0,0.0,0,0.0,0.0
0,0.073852884,61,0.0,1.566520924,8311.0,9,0.0,2,0.0,2.0
0,0.0,44,0.0,0.474693252,2607.0,3,0.0,1,0.0,4.0
0,0.676832871,44,0.0,1.566520924,2554.0,7,0.0,1,0.0,0.0
0,0.072331611,29,0.0,1.566520924,1159.0,9,0.0,0,0.0,0.0
0,0.303095683,44,0.0,1.566520924,8311.0,10,0.0,2,0.0,2.0
1,0.835627697,45,0.0,0.83002698,6300.0,18,0.0,2,0.0,3.0
0,0.093973281,35,0.0,0.502333022,7500.0,8,0.0,3,0.0,0.0
1,0.818238928,35,1.0,0.177587263,4898.0,5,1.0,0,0.0,3.0
0,0.0,39,1.0,1.566520924,1159.0,7,2.0,0,1.0,0.0
0,0.630787623,67,0.0,0.37942033,7210.0,12,0.0,2,0.0,0.0
0,0.697761618,40,0.0,0.195760848,5000.0,6,0.0,0,0.0,3.0
0,0.796440712,53,0.0,0.572932331,5984.0,7,1.0,2,0.0,1.0
0,0.9999999,29,0.0,0.0,5000.0,0,0.0,0,0.0,0.0
0,0.244395327,51,0.0,0.520137104,3500.0,8,0.0,1,0.0,0.0
0,0.529633399,65,1.0,1.400897532,1336.0,9,0.0,1,0.0,1.0
0,0.9999999,57,0.0,0.451939292,4150.0,9,0.0,1,0.0,0.0
0,0.029023422,54,0.0,1.566520924,8311.0,17,0.0,2,0.0,0.0
0,0.015098405,65,0.0,0.092534903,17694.0,12,0.0,1,0.0,1.0
0,0.018427035,51,0.0,1.566520924,8311.0,6,0.0,2,0.0,0.0
0,0.0,69,0.0,0.24346969,2028.0,9,0.0,2,0.0,0.0
0,0.12409277,67,0.0,1.566520924,2554.0,10,0.0,1,0.0,0.0
0,0.002093364,50,0.0,1.566520924,2554.0,10,0.0,1,0.0,0.0
0,0.214027477,49,0.0,1.566520924,2554.0,7,0.0,1,0.0,2.0
0,0.052697365,70,0.0,1.566520924,2554.0,5,0.0,1,0.0,0.0
0,0.614044858,62,0.0,0.881623675,5000.0,15,0.0,3,0.0,0.0
0,0.000939169,54,0.0,0.345183868,9000.0,21,0.0,3,0.0,0.0
0,0.9999999,76,0.0,0.0,470.0,2,0.0,0,0.0,0.0
0,0.418232707,26,0.0,0.548279689,900.0,7,0.0,0,0.0,1.0
0,0.185351849,55,1.0,0.633262762,4250.0,9,0.0,1,0.0,2.0
0,0.009676451,43,0.0,0.228053063,5125.0,8,0.0,1,0.0,2.0
0,0.0,53,0.0,0.956521739,3334.0,12,0.0,2,0.0,1.0
0,0.935270476,38,1.0,0.51384995,8916.0,9,0.0,2,0.0,0.0
1,1.025439128,54,6.0,0.223806752,3435.0,5,2.0,0,0.0,1.0
0,0.337966769,40,1.0,0.228832952,17694.0,7,0.0,2,0.0,4.0
0,0.0,67,0.0,1.566520924,8311.0,5,0.0,2,0.0,0.0
0,0.50875903,47,0.0,0.355948749,8194.0,12,0.0,1,0.0,1.0
1,1.052193226,40,4.0,0.044501774,3100.0,8,0.0,0,0.0,1.0
0,0.020951906,50,0.0,0.485959503,12000.0,9,0.0,2,0.0,2.0
0,0.024952908,53,0.0,0.200240491,15800.0,9,0.0,2,0.0,1.0
0,0.020363266,73,0.0,0.013748281,8000.0,2,0.0,0,0.0,0.0
0,0.072953046,54,0.0,0.176700783,9965.0,6,0.0,1,0.0,0.0
0,0.0,48,0.0,0.744920993,3100.0,3,0.0,1,0.0,0.0
0,0.005553182,25,0.0,0.241099071,2583.0,8,0.0,0,0.0,0.0
0,0.002342237,55,0.0,0.221551961,7293.0,6,0.0,2,0.0,1.0
0,0.116203646,52,0.0,0.274738975,6416.0,16,0.0,1,0.0,0.0
0,0.9999999,39,1.0,0.0,3003.0,1,1.0,0,0.0,3.0
0,0.525086816,45,0.0,1.566520924,8311.0,15,0.0,2,0.0,0.0
0,0.958225471,59,3.0,0.402577205,4500.0,11,0.0,2,0.0,0.0
1,0.218348872,43,0.0,1.566520924,0.0,6,0.0,2,0.0,1.0
0,0.026996625,27,0.0,0.003331483,1800.0,1,0.0,0,0.0,0.0
0,0.01948618,47,0.0,0.06572693,6100.0,5,0.0,0,0.0,0.0
0,0.24165455,55,0.0,0.304832714,7800.0,8,0.0,2,0.0,1.0
0,0.006657629,50,0.0,0.650286403,6633.0,12,0.0,2,0.0,0.0
0,0.212392222,67,0.0,0.152167297,17694.0,24,0.0,2,0.0,0.0
0,0.068925538,56,0.0,0.436884625,7921.0,9,0.0,1,0.0,2.0
0,0.128601487,60,0.0,0.454720246,5200.0,10,0.0,1,0.0,0.0
0,0.767344814,64,0.0,0.358206925,14700.0,10,0.0,2,0.0,1.0
0,0.245563652,69,0.0,1.566520924,2554.0,13,0.0,1,0.0,0.0
0,0.288735563,38,0.0,1.566520924,2554.0,4,0.0,1,0.0,0.0
0,0.982225514,52,0.0,0.804941482,3075.0,8,0.0,2,0.0,1.0
0,0.104137422,58,0.0,1.566520924,2000.0,6,0.0,2,0.0,2.0
0,0.022113564,79,0.0,0.011719987,3156.0,6,0.0,0,0.0,0.0
1,0.916167665,39,0.0,1.296357616,1207.0,6,0.0,0,0.0,3.0
0,0.031970291,47,1.0,0.11680885,10666.0,6,0.0,1,0.0,0.0
0,0.064028908,46,0.0,0.24062075,12500.0,15,0.0,1,0.0,0.0
0,0.079526293,32,0.0,0.03948026,2000.0,2,0.0,0,0.0,0.0
0,0.031519455,42,0.0,1.05108055,1017.0,8,0.0,0,0.0,0.0
0,0.740301293,52,0.0,0.27765237,3100.0,3,0.0,1,0.0,0.0
0,0.06181292,59,1.0,0.528624767,3213.0,17,0.0,1,0.0,0.0
0,0.060530709,63,0.0,0.153797376,17694.0,10,0.0,1,0.0,0.0
0,0.48585301,58,0.0,0.315384615,7149.0,9,0.0,1,0.0,0.0
0,0.965002916,37,0.0,1.058767167,6261.0,7,0.0,2,0.0,0.0
0,0.883864021,29,1.0,0.55011839,3800.0,5,0.0,2,0.0,0.0
0,0.098390562,61,0.0,0.86902183,6000.0,19,0.0,3,0.0,1.0
0,0.242028603,47,1.0,0.485475672,5507.0,5,0.0,1,0.0,3.0
0,0.178620344,55,0.0,0.411707507,5141.0,19,0.0,1,0.0,0.0
0,0.398839878,57,1.0,0.406573117,5415.0,11,0.0,2,0.0,0.0
0,0.139343033,64,0.0,0.025243689,4000.0,5,0.0,0,0.0,0.0
0,0.79239243,80,0.0,1.270710059,675.0,8,0.0,1,0.0,0.0
0,0.100087561,60,0.0,0.2544994,7500.0,8,0.0,1,0.0,1.0
0,1.012386827,36,2.0,0.640907863,3700.0,9,0.0,1,0.0,2.0
0,0.056072536,46,0.0,0.352542373,7079.0,11,0.0,2,0.0,1.0
0,0.022145261,64,0.0,1.566520924,1159.0,3,0.0,0,0.0,0.0
0,0.612186277,51,0.0,0.11577424,7600.0,9,0.0,0,0.0,3.0
0,0.0,61,0.0,1.566520924,8311.0,7,0.0,2,0.0,0.0
0,0.912358097,47,3.0,1.187362118,6345.0,9,0.0,7,1.0,0.0
1,0.051247438,74,0.0,1.566520924,2554.0,5,0.0,1,0.0,1.0
0,0.971835642,39,1.0,0.379157854,5200.0,12,0.0,0,1.0,2.0
0,0.140605515,64,0.0,0.128774245,5000.0,24,0.0,0,0.0,0.0
0,0.077994,40,2.0,1.566520924,1159.0,7,0.0,0,1.0,0.0
0,0.241787886,57,0.0,0.164547922,7000.0,10,0.0,0,0.0,0.0
0,0.227174717,65,0.0,0.896990954,5416.0,15,0.0,4,0.0,0.0
0,0.137969879,45,0.0,0.384846663,3325.0,16,0.0,2,0.0,0.0
0,0.158350786,50,0.0,0.149712572,4000.0,13,0.0,0,0.0,1.0
0,0.013805172,62,0.0,0.270954841,6000.0,15,0.0,3,0.0,0.0
0,0.644177798,31,0.0,0.287267081,7083.0,8,0.0,1,0.0,3.0
0,0.015716907,60,0.0,0.18025617,3200.0,4,0.0,1,0.0,0.0
0,0.823627288,23,0.0,0.169269207,1600.0,4,0.0,0,0.0,0.0
0,0.199632167,58,0.0,1.566520924,2554.0,11,0.0,1,0.0,0.0
0,0.00024927,46,0.0,0.215434084,12439.0,14,0.0,4,0.0,2.0
0,0.443448731,42,0.0,0.282581713,4833.0,4,0.0,1,0.0,4.0
1,0.48757002,37,2.0,0.095425629,3300.0,8,1.0,0,0.0,0.0
0,0.016394252,50,0.0,0.280295353,6906.0,6,0.0,1,0.0,0.0
0,0.025506377,70,0.0,0.702025586,5627.0,9,0.0,1,0.0,0.0
0,0.186129562,60,0.0,1.566520924,2554.0,7,0.0,1,0.0,0.0
0,0.002283264,66,0.0,0.004470479,6486.0,12,0.0,0,0.0,0.0
0,0.03880141,53,2.0,1.566520924,8311.0,13,0.0,2,0.0,0.0
0,0.039012293,51,0.0,0.245278827,4500.0,12,0.0,1,0.0,3.0
0,0.271216313,51,0.0,0.642959155,3500.0,9,0.0,1,0.0,0.0
0,0.117295276,57,0.0,0.387864161,5800.0,9,0.0,2,0.0,1.0
0,0.9999999,62,0.0,0.229531952,6900.0,8,0.0,1,0.0,1.0
0,0.046465892,59,0.0,1.566520924,1159.0,11,0.0,0,0.0,0.0
0,0.180017634,42,0.0,0.279528302,10599.0,11,0.0,2,0.0,3.0
0,0.712262571,52,0.0,1.566520924,2554.0,2,0.0,1,0.0,0.0
0,1.172524627,38,0.0,1.566520924,1159.0,6,0.0,0,0.0,0.0
0,0.464139396,34,0.0,0.206378251,7650.0,13,0.0,0,0.0,1.0
0,0.04656995,33,0.0,0.35362237,7080.0,8,0.0,1,0.0,1.0
0,0.407897491,44,0.0,0.572085583,5000.0,6,0.0,2,0.0,2.0
0,0.817265433,48,4.0,1.464927143,2950.0,19,0.0,1,3.0,3.0
0,0.029195729,49,0.0,0.652070064,2511.0,10,0.0,1,0.0,0.0
0,0.810481465,60,0.0,1.566520924,2419.0,11,0.0,1,0.0,0.0
0,0.0,64,0.0,0.00790798,1390.0,17,0.0,0,0.0,0.0
0,1.007548536,41,1.0,0.55347122,6236.0,15,0.0,2,0.0,1.0
0,0.05469082,51,1.0,0.21423221,12014.0,13,0.0,5,0.0,0.0
0,0.01022392,53,0.0,1.566520924,1159.0,5,0.0,0,0.0,0.0
0,0.036971629,57,0.0,0.41345553,4800.0,5,0.0,1,0.0,0.0
0,0.032923928,48,0.0,1.566520924,2554.0,14,0.0,1,0.0,1.0
1,0.353583268,55,0.0,1.566520924,8311.0,9,0.0,2,0.0,0.0
0,0.008987977,56,0.0,0.562839966,3492.0,5,0.0,1,0.0,0.0
0,0.585402433,68,0.0,0.2756499,6500.0,3,0.0,1,1.0,0.0
1,0.915246167,50,2.0,0.460296097,5200.0,8,4.0,1,2.0,1.0
0,0.572216477,44,2.0,0.425840708,2824.0,7,0.0,0,1.0,0.0
0,0.0,31,0.0,1.566520924,1315.0,6,0.0,1,0.0,0.0
0,0.621238042,49,0.0,0.666609648,5845.0,13,0.0,1,0.0,0.0
0,0.953926398,75,0.0,0.263894442,2500.0,7,1.0,0,0.0,0.0
0,0.136990867,74,0.0,1.566520924,1159.0,3,0.0,0,0.0,0.0
0,0.719438162,58,0.0,0.452160826,4650.0,7,0.0,1,0.0,0.0
1,0.0,47,0.0,0.327255617,8500.0,11,0.0,2,0.0,2.0
0,0.0,27,0.0,0.288570477,3000.0,8,0.0,0,0.0,0.0
0,0.208338765,52,0.0,0.389883699,5416.0,15,0.0,2,0.0,1.0
0,0.767169982,47,0.0,0.317329638,12267.0,10,0.0,1,0.0,3.0
0,0.669391462,23,0.0,1.566520924,1159.0,2,0.0,0,0.0,0.0
0,0.361656458,37,1.0,0.482709951,4250.0,10,0.0,2,0.0,2.0
0,0.161240615,38,0.0,0.474377135,12000.0,5,0.0,2,0.0,2.0
0,0.05957617,46,0.0,0.087002765,4700.0,5,0.0,0,0.0,1.0
1,0.070546737,55,0.0,0.276816609,2600.0,9,0.0,0,0.0,0.0
1,0.122707297,32,0.0,0.390742872,7820.0,16,0.0,2,0.0,1.0
0,0.124996489,40,0.0,0.751022263,2200.0,6,0.0,1,0.0,2.0
0,0.123662545,71,0.0,1.566520924,1159.0,2,0.0,0,0.0,0.0
0,0.0,39,1.0,0.591139825,6500.0,7,0.0,2,0.0,2.0
0,0.004015094,62,0.0,0.000723415,4146.0,10,0.0,0,0.0,0.0
0,0.819878675,45,0.0,0.257971337,9000.0,6,0.0,2,0.0,2.0
0,0.253161392,41,0.0,0.362659123,3534.0,12,0.0,0,0.0,3.0
0,0.147980269,35,0.0,0.425672695,6800.0,6,0.0,1,0.0,2.0
0,0.004957775,80,0.0,0.003747658,1600.0,3,0.0,0,0.0,0.0
0,0.264685363,34,0.0,0.517015958,5200.0,8,0.0,1,0.0,1.0
0,0.158280573,57,0.0,0.858760826,1500.0,6,0.0,1,0.0,1.0
0,0.247604681,64,0.0,0.599707816,6844.0,24,0.0,3,0.0,1.0
0,0.0,66,0.0,0.374906832,4024.0,6,0.0,1,0.0,0.0
0,0.026665679,48,0.0,1.566520924,2554.0,6,0.0,1,0.0,1.0
0,0.059347033,37,0.0,0.124489101,5871.0,2,0.0,1,0.0,2.0
0,0.086967589,54,0.0,0.21256562,12000.0,7,0.0,2,0.0,1.0
1,0.332647877,39,0.0,1.566520924,8311.0,9,0.0,2,0.0,0.0
0,0.25709582,44,0.0,0.073026485,17694.0,4,0.0,1,0.0,3.0
0,0.207107988,74,0.0,0.636558372,2800.0,12,0.0,1,1.0,0.0
0,0.0,30,0.0,1.566520924,1159.0,4,0.0,0,0.0,0.0
0,0.115235596,45,0.0,0.291614518,5592.0,5,0.0,1,0.0,2.0
0,0.00546312,86,0.0,0.250875657,6851.0,14,0.0,1,0.0,0.0
0,0.40932307,48,0.0,0.263312987,4750.0,12,0.0,1,1.0,1.0
1,0.390466599,49,0.0,1.566520924,8311.0,20,0.0,4,0.0,0.0
0,0.092535472,49,0.0,0.309362501,12250.0,5,0.0,3,0.0,3.0
0,0.258674133,55,0.0,0.032990574,2333.0,1,0.0,0,0.0,0.0
0,0.026106618,66,0.0,0.00695501,4600.0,5,0.0,0,0.0,2.0
0,0.616655728,55,1.0,0.534325082,8200.0,11,0.0,2,0.0,0.0
0,0.06208663,58,0.0,0.029991431,3500.0,3,0.0,0,0.0,3.0
0,1.458220254,59,0.0,0.18290402,17694.0,16,0.0,6,0.0,1.0
0,0.406409868,57,0.0,1.143253748,1800.0,12,0.0,1,0.0,0.0
0,0.66603982,59,0.0,0.219474498,10998.0,11,0.0,1,0.0,1.0
0,0.018688762,57,0.0,1.566520924,8311.0,7,0.0,2,0.0,0.0
0,0.026158584,59,0.0,0.309890816,3113.0,20,0.0,1,0.0,0.0
0,0.762285073,55,2.0,0.466351209,5705.0,16,0.0,0,1.0,0.0
0,0.73383108,43,0.0,0.550131329,11040.0,12,0.0,3,0.0,2.0
0,0.432494648,50,0.0,0.366422063,12400.0,11,0.0,1,0.0,1.0
0,0.24226708,58,0.0,0.110401333,7200.0,5,0.0,0,0.0,0.0
0,0.9999999,47,1.0,0.625791403,3000.0,4,0.0,1,0.0,0.0
1,0.236771519,26,0.0,1.566520924,1159.0,1,0.0,0,1.0,0.0
0,0.6963924,48,0.0,0.300722966,6500.0,13,0.0,1,0.0,1.0
0,0.0,65,0.0,0.122940672,10500.0,12,0.0,1,0.0,0.0
0,0.9999999,65,1.0,0.402399128,2750.0,3,1.0,2,0.0,1.0
1,0.9999999,38,1.0,1.566520924,2554.0,1,0.0,1,0.0,0.0
0,0.038312609,69,0.0,1.566520924,2554.0,19,0.0,1,0.0,0.0
0,0.009200015,74,0.0,0.1885608,4300.0,6,0.0,1,0.0,0.0
0,0.307495682,47,0.0,0.746547364,5140.0,12,0.0,2,0.0,2.0
0,0.970227429,59,1.0,1.566520924,8311.0,11,0.0,2,0.0,0.0
0,0.140257523,54,0.0,0.143749235,8166.0,17,0.0,0,0.0,3.0
0,0.9999999,43,0.0,0.0,2250.0,1,1.0,0,0.0,0.0
0,0.200154145,68,0.0,1.566520924,2554.0,16,0.0,1,0.0,0.0
0,0.658045827,42,0.0,0.573410405,5189.0,19,0.0,1,0.0,2.0
0,0.472957185,59,1.0,0.200358928,7800.0,7,0.0,1,0.0,1.0
0,0.564423454,46,0.0,0.512037419,7268.0,10,0.0,2,0.0,3.0
0,0.612351368,36,0.0,0.305659704,5600.0,12,0.0,0,0.0,0.0
0,0.496516139,53,0.0,0.543024698,8866.0,13,0.0,2,0.0,0.0
0,0.524639337,57,3.0,0.376524695,5000.0,9,0.0,2,0.0,2.0
0,0.064116807,77,1.0,0.221405229,1223.0,6,0.0,0,0.0,0.0
0,0.9999999,92,0.0,0.252773004,6400.0,3,0.0,1,0.0,0.0
0,0.057778395,68,0.0,0.299843238,7016.0,8,0.0,1,0.0,1.0
0,0.603487132,30,0.0,0.287913261,17694.0,15,1.0,5,0.0,0.0
0,0.0439978,49,0.0,0.256632852,10251.0,3,0.0,2,0.0,0.0
0,0.0,59,0.0,0.443777838,11000.0,5,0.0,2,0.0,0.0
0,0.883599294,36,0.0,0.478250837,17333.0,12,0.0,2,0.0,0.0
0,0.0,50,0.0,1.566520924,1159.0,8,0.0,0,0.0,0.0
0,0.808794137,36,0.0,0.094844983,5450.0,3,0.0,0,1.0,0.0
0,0.004214479,67,0.0,0.000833194,6000.0,5,0.0,0,0.0,0.0
0,0.197076058,61,0.0,0.255477558,4700.0,7,0.0,1,0.0,0.0
0,0.073273168,30,0.0,0.576556111,2200.0,8,0.0,1,0.0,0.0
0,0.020498975,25,0.0,0.022732599,8533.0,2,0.0,0,0.0,0.0
1,0.679516024,85,0.0,0.141182555,5800.0,6,0.0,0,0.0,0.0
1,0.724120083,55,1.0,1.566520924,2554.0,10,2.0,1,2.0,0.0
0,0.532140932,56,0.0,0.813941861,14000.0,18,0.0,2,0.0,0.0
0,0.9999999,24,0.0,0.159900062,1600.0,1,0.0,0,0.0,0.0
0,0.066800414,48,0.0,0.269455253,3083.0,12,0.0,2,0.0,2.0
0,0.689771652,31,1.0,0.397650587,4000.0,7,0.0,0,0.0,0.0
0,0.9999999,35,0.0,1.566520924,8311.0,13,1.0,4,0.0,0.0
0,0.0,58,0.0,0.274889497,4750.0,8,0.0,2,0.0,0.0
0,0.205307513,57,0.0,1.566520924,2554.0,9,0.0,1,0.0,1.0
0,1.142857143,32,1.0,0.056857143,3499.0,2,0.0,0,0.0,2.0
0,0.130136827,41,0.0,1.038384646,2500.0,11,0.0,0,0.0,2.0
1,0.138749881,61,0.0,0.214430482,7400.0,16,1.0,1,0.0,0.0
1,0.339612111,65,3.0,0.590256924,2996.0,12,0.0,1,0.0,0.0
0,0.097931379,48,0.0,0.063588191,3962.0,2,0.0,0,0.0,0.0
0,0.445083775,64,0.0,0.243416011,17694.0,23,0.0,5,0.0,0.0
0,0.031211261,76,0.0,0.013194722,2500.0,5,0.0,0,0.0,0.0
0,0.038559699,70,0.0,0.31218201,10416.0,12,0.0,1,0.0,0.0
0,0.030662117,58,0.0,0.283292031,7666.0,10,0.0,1,0.0,0.0
0,0.023975407,81,0.0,0.367211219,6916.0,9,0.0,1,0.0,0.0
0,0.025534533,23,0.0,0.007968127,501.0,2,0.0,0,0.0,0.0
0,0.273011608,59,0.0,1.06477409,2500.0,6,0.0,1,0.0,0.0
0,0.170937825,49,0.0,0.298733454,10500.0,9,0.0,1,0.0,0.0
0,0.588223636,37,0.0,1.566520924,8311.0,9,0.0,2,0.0,0.0
0,0.9999999,35,0.0,1.566520924,2554.0,3,0.0,1,0.0,0.0
0,0.020255451,68,0.0,0.307597282,1618.0,6,0.0,0,0.0,1.0
0,0.162223176,69,0.0,1.566520924,8311.0,8,0.0,2,0.0,0.0
0,0.114070874,35,0.0,0.353738474,9000.0,2,0.0,1,0.0,2.0
0,0.111670929,34,0.0,0.318370386,9400.0,14,0.0,2,0.0,2.0
0,0.234117725,40,0.0,1.566520924,8311.0,7,0.0,2,0.0,0.0
0,0.035424114,78,0.0,1.566520924,1159.0,11,0.0,0,0.0,0.0
0,0.521350075,31,0.0,0.876098152,3300.0,8,0.0,1,0.0,0.0
0,0.016346405,87,0.0,1.566520924,1159.0,1,0.0,0,0.0,0.0
0,0.014450728,61,0.0,1.566520924,8311.0,12,0.0,3,0.0,0.0
0,0.419609131,62,0.0,0.567077424,4300.0,9,0.0,1,0.0,0.0
1,0.9999999,31,0.0,0.078854025,3664.0,4,2.0,0,1.0,2.0
0,0.06357457,35,0.0,0.189400883,12000.0,11,0.0,2,0.0,4.0
0,0.658946693,66,0.0,0.415011759,15307.0,11,0.0,2,0.0,0.0
0,0.063226971,59,0.0,0.263461966,13500.0,22,0.0,3,0.0,0.0
0,0.03745876,51,0.0,0.442719261,2382.0,9,0.0,1,0.0,0.0
0,0.0,63,0.0,1.566520924,2554.0,7,0.0,1,0.0,0.0
0,0.150761983,44,0.0,1.566520924,2554.0,7,0.0,1,0.0,0.0
0,0.0,45,0.0,0.313207547,3444.0,9,0.0,2,0.0,2.0
0,0.087227549,88,0.0,0.01617321,7666.0,12,0.0,0,0.0,0.0
1,0.999587118,49,0.0,1.025077994,8333.0,10,0.0,6,0.0,2.0
0,0.270450642,60,1.0,0.484023999,14333.0,14,0.0,3,0.0,0.0
0,0.104037777,43,0.0,0.426857262,9583.0,11,0.0,2,0.0,2.0
0,0.015025128,53,0.0,0.027331511,15000.0,5,0.0,0,0.0,0.0
0,0.44826026,49,1.0,0.230265426,2900.0,10,0.0,0,1.0,0.0
0,0.0,46,0.0,0.081480495,7510.0,7,0.0,0,0.0,1.0
0,0.214783821,31,0.0,0.092882515,7600.0,8,0.0,0,0.0,0.0
0,0.146119239,50,0.0,0.238359762,9900.0,12,0.0,2,0.0,0.0
0,0.014999691,51,0.0,0.467545387,4020.0,8,0.0,1,0.0,3.0
0,0.001124859,28,1.0,0.057990335,6000.0,8,1.0,0,0.0,0.0
0,0.000138879,44,0.0,0.032043204,5554.0,6,0.0,0,0.0,1.0
0,0.9999999,66,1.0,0.441194773,3213.0,10,0.0,0,0.0,0.0
0,0.0,30,0.0,0.0,1400.0,2,0.0,0,0.0,0.0
0,0.109578084,51,0.0,0.002962414,5400.0,3,0.0,0,0.0,1.0
0,0.206455008,42,0.0,1.566520924,2554.0,2,0.0,1,0.0,0.0
0,0.02077791,77,0.0,0.035028791,2083.0,12,0.0,0,0.0,0.0
1,0.156050705,34,0.0,0.435287117,3360.0,10,0.0,1,0.0,1.0
0,0.024249394,63,0.0,1.566520924,2554.0,8,0.0,1,0.0,0.0
0,0.9999999,47,0.0,0.502522863,6341.0,5,0.0,1,0.0,1.0
0,0.013509862,37,1.0,0.442767296,2384.0,6,0.0,0,0.0,1.0
1,0.833243597,37,0.0,1.566520924,2554.0,5,0.0,1,0.0,1.0
0,0.083990616,47,0.0,0.080246914,5669.0,10,0.0,0,0.0,0.0
0,0.158100873,57,0.0,0.214729911,8200.0,8,0.0,1,0.0,3.0
0,0.811518848,52,0.0,1.38483965,2400.0,10,0.0,1,0.0,2.0
0,0.0,63,0.0,0.145354817,8750.0,6,0.0,1,0.0,1.0
0,0.096198251,49,0.0,0.143152138,17694.0,5,0.0,1,0.0,3.0
0,0.167736022,47,0.0,0.600391773,4083.0,9,0.0,1,0.0,0.0
0,0.309248923,44,0.0,0.521895621,5000.0,7,0.0,2,0.0,2.0
0,0.9999999,61,0.0,0.16125,1599.0,1,0.0,0,0.0,1.0
0,0.092392056,71,2.0,0.190062303,13000.0,7,0.0,1,0.0,0.0
0,0.167516278,36,0.0,1.227601631,7600.0,14,0.0,4,0.0,0.0
0,0.257188753,49,0.0,0.10455892,17694.0,10,0.0,1,0.0,4.0
0,0.34500914,64,0.0,0.580802953,10834.0,24,0.0,2,0.0,0.0
0,0.412260776,38,0.0,0.284769463,5291.0,5,0.0,2,0.0,2.0
0,0.013544919,52,0.0,0.521136473,14500.0,20,0.0,3,0.0,0.0
0,0.420257415,65,0.0,0.271120269,9220.0,9,1.0,1,0.0,0.0
0,0.085927154,62,0.0,0.359303391,12000.0,12,0.0,2,1.0,0.0
0,0.013117574,59,0.0,1.566520924,8311.0,12,0.0,2,0.0,0.0
0,0.492486293,51,2.0,0.548461137,9584.0,20,0.0,6,0.0,2.0
0,0.033413882,67,0.0,1.566520924,2554.0,6,0.0,1,0.0,0.0
0,0.217256487,76,0.0,1.566520924,8311.0,24,0.0,3,0.0,1.0
0,0.725847925,54,0.0,1.566520924,1159.0,5,0.0,0,0.0,1.0
0,0.9999999,31,0.0,0.117829088,4200.0,1,0.0,0,0.0,0.0
0,0.000714257,60,0.0,0.0,5356.0,5,0.0,0,0.0,0.0
0,0.484084124,62,0.0,0.249646393,8483.0,5,0.0,1,0.0,0.0
1,0.976747667,71,2.0,1.566520924,1159.0,15,1.0,0,0.0,0.0
0,0.101432192,49,0.0,0.300265641,10916.0,15,0.0,2,0.0,0.0
0,0.014284694,62,0.0,0.286489574,3500.0,4,0.0,0,0.0,0.0
0,0.248955729,49,0.0,0.423416053,11000.0,19,0.0,2,0.0,1.0
0,0.356665733,58,0.0,0.576789751,6634.0,4,0.0,1,0.0,1.0
0,0.107789037,47,0.0,1.566520924,0.0,4,0.0,1,0.0,5.0
1,0.30662351,50,0.0,1.566520924,4500.0,10,1.0,3,0.0,1.0
0,0.0,44,0.0,0.149664115,6400.0,5,0.0,1,0.0,2.0
0,0.835227705,38,0.0,0.407927628,8400.0,19,0.0,3,1.0,0.0
0,0.65091379,57,0.0,1.566520924,8311.0,7,0.0,2,0.0,0.0
0,0.04167932,63,0.0,0.293504902,17694.0,8,0.0,2,0.0,1.0
0,0.613938728,36,0.0,0.254114752,6500.0,10,0.0,0,0.0,2.0
0,0.0,25,0.0,1.566520924,1159.0,2,1.0,0,1.0,0.0
0,0.114888628,38,0.0,0.260199005,2009.0,7,0.0,0,0.0,1.0
0,0.073173254,57,0.0,0.191646878,7158.0,12,0.0,1,0.0,1.0
0,0.153878697,64,1.0,0.386778026,8500.0,12,0.0,1,1.0,0.0
0,0.051328101,48,3.0,0.147158285,9166.0,23,0.0,1,0.0,3.0
0,0.087867265,53,0.0,0.66286216,3416.0,12,0.0,1,0.0,0.0
0,0.001151425,40,0.0,0.409248715,7200.0,16,0.0,3,0.0,2.0
0,0.01747425,48,0.0,0.076433121,6750.0,5,0.0,0,0.0,2.0
0,0.295387448,40,1.0,0.24272058,9100.0,12,0.0,1,0.0,2.0
0,0.030253695,51,0.0,0.615890555,3800.0,16,0.0,2,0.0,0.0
0,0.06201934,48,0.0,0.747237569,2895.0,8,0.0,2,0.0,5.0
0,0.035658506,38,0.0,0.150106237,8000.0,7,0.0,3,0.0,0.0
0,0.059873559,72,0.0,0.236381809,2000.0,3,0.0,1,0.0,0.0
0,0.441883554,34,0.0,0.45672665,3500.0,6,0.0,1,0.0,0.0
0,0.329442719,30,0.0,0.406259374,10000.0,13,0.0,2,0.0,1.0
1,1.331797235,41,3.0,1.566520924,1159.0,7,0.0,0,1.0,0.0
0,0.052399047,69,0.0,1.566520924,1056.0,12,0.0,1,0.0,0.0
0,0.024726523,60,0.0,0.005160181,4650.0,3,0.0,0,0.0,0.0
